sku,lensType,ODSphere,ODCylinder,ODAxis,ODAdd,OSSphere,OSCylinder,OSAxis,OSAdd,appearance,material,size,tint,addDate
4317,Bifocal,0.25,-1.00,88,4.00,1.75,0.00,0,4.00,Neutral,-,Medium,N,20120807
4318,Bifocal,3.25,-1.50,15,2.25,3.50,-1.50,166,2.25,Neutral,-,Medium,N,20160426
4319,Bifocal,2.00,-1.25,85,2.75,4.25,-1.75,71,2.75,Neutral,-,Small,N,20140515
4320,Single,-6.25,-0.25,0,0.00,-5.75,-0.25,4,0.00,Neutral,-,Small,N,20110623
4321,Single,0.00,-1.25,101,0.00,0.00,-1.25,89,0.00,Neutral,Metal,Medium,N,20100408
4322,Bifocal,2.50,-0.50,83,2.25,2.00,-0.25,91,2.25,Neutral,Metal,Medium,N,20091105
4323,Bifocal,0.00,-0.25,154,1.75,-2.25,-0.50,120,1.75,Feminine,Metal,Small,N,20190930
4324,Bifocal,2.50,-1.00,60,1.25,1.75,0.00,0,1.25,Neutral,-,Medium,N,20140515
4325,Bifocal,1.00,-0.50,75,4.75,0.50,-1.75,77,4.75,Neutral,-,Small,N,20120807
4326,Bifocal,-3.25,-1.25,179,2.00,-4.00,-0.50,22,2.00,Neutral,-,Medium,N,20170515
4327,Bifocal,1.75,-1.25,25,2.25,1.00,-0.75,59,2.25,Feminine,-,Medium,N,20120807
4328,Bifocal,1.00,-1.00,171,3.00,2.00,-0.75,117,3.00,Feminine,-,Large,N,20150511
4329,Bifocal,-0.25,-0.75,154,3.25,-0.25,-0.50,47,3.25,Neutral,-,Small,N,20110623
4330,Bifocal,2.00,-1.00,85,1.75,2.00,-1.00,100,1.75,Neutral,-,Medium,N,20180424
4331,Bifocal,1.25,0.00,0,2.75,1.25,0.00,0,2.75,Neutral,Metal,Medium,N,20190930
4332,Bifocal,2.00,-0.75,75,1.50,2.75,-0.25,110,1.50,Neutral,-,Medium,N,20180424
4333,Bifocal,2.25,-1.00,100,3.00,1.50,-0.75,104,3.00,Neutral,Metal,Medium,N,20091105
4334,Bifocal,-2.00,-1.75,30,2.50,-2.00,-1.50,145,2.50,Neutral,-,Medium,N,20170515
4335,Single,-6.00,-0.75,93,0.00,-7.25,-0.50,88,0.00,Neutral,-,Medium,N,20110623
4336,Bifocal,2.75,-0.25,91,2.50,2.00,-1.00,93,2.50,Neutral,-,Small,N,20140515
4337,Bifocal,3.75,-0.75,93,3.00,3.25,-0.75,83,3.00,Feminine,-,Medium,N,20160426
4338,Bifocal,1.00,0.00,0,2.50,1.25,-0.50,170,2.50,Neutral,Metal,Large,N,20190930
4339,Single,-1.50,-0.50,113,0.00,-1.50,-1.00,66,0.00,Neutral,-,Medium,N,20110623
4340,Bifocal,1.25,-1.25,92,3.50,0.00,-1.75,32,3.50,Neutral,-,Medium,N,20150511
4341,Bifocal,2.00,-1.00,89,2.25,2.75,-1.25,101,2.25,Neutral,-,Medium,N,20180424
4342,Bifocal,1.25,-0.75,95,2.25,1.00,-0.50,74,2.25,Neutral,Metal,Medium,N,20190930
4343,Single,-5.00,-0.25,15,0.00,-5.75,0.00,0,0.00,Neutral,-,Small,N,20110623
4344,Bifocal,0.00,-1.00,94,2.50,-1.00,-1.25,119,2.50,Neutral,Metal,Medium,N,20090611
4345,Bifocal,2.50,-0.25,34,2.25,1.25,-0.50,81,2.25,Neutral,-,Small,N,20140515
4346,Bifocal,3.00,-0.75,118,2.75,1.25,-0.75,69,2.75,Neutral,-,Medium,N,20120807
4347,Single,-1.75,0.00,0,0.00,-2.25,0.00,0,0.00,Feminine,Plastic,Large,N,20100408
4348,Bifocal,2.00,-1.00,116,2.25,1.75,-0.50,70,2.25,Neutral,-,Medium,N,20140515
4349,Single,-2.25,-0.50,23,0.00,-2.00,-0.75,123,0.00,Neutral,Metal,Medium,N,20100408
4350,Single,-1.50,-0.25,172,0.00,-2.00,-0.50,178,0.00,Feminine,Plastic,Medium,N,20100408
4351,Bifocal,2.00,0.00,0,1.75,1.00,-0.50,87,1.75,Neutral,Metal,Medium,N,20091105
4352,Bifocal,0.25,-2.25,16,3.00,0.75,-2.00,166,3.00,Feminine,Plastic,Large,N,20100408
4353,Bifocal,1.50,-0.50,95,2.50,3.00,-1.50,82,2.50,Neutral,-,Small,N,20150511
4354,Bifocal,1.50,-1.75,135,2.75,1.50,-1.50,172,2.75,Feminine,-,Medium,N,20150511
4355,Bifocal,-16.75,-1.25,69,2.50,-16.00,-1.25,65,2.50,Neutral,-,Medium,N,20140622
4356,Bifocal,0.00,-1.75,38,3.00,-1.25,0.00,0,3.00,Neutral,Metal,Medium,N,20100408
4357,Bifocal,2.75,-0.50,90,2.00,2.00,-0.25,90,2.00,Feminine,Metal,Medium,N,20091114
4358,Single,-1.50,-1.00,126,0.00,-1.50,-1.25,73,0.00,Neutral,Metal,Large,N,20100408
4359,Bifocal,2.00,-2.00,159,2.00,2.00,0.00,0,2.00,Neutral,-,Medium,N,20130605
4360,Bifocal,-3.50,0.00,0,1.00,-3.50,0.00,0,1.00,Neutral,-,Medium,N,20170515
4361,Single,-3.25,-1.00,26,0.00,-3.25,-1.00,135,0.00,Neutral,Metal,Medium,N,20100408
4362,Single,-2.50,-0.75,35,0.00,-3.00,-0.50,122,0.00,Neutral,Metal,Medium,N,20100408
4363,Bifocal,2.25,-0.75,99,3.00,3.25,-1.75,76,3.00,Neutral,-,Small,N,20130605
4364,Single,-2.50,-0.75,83,0.00,-2.75,-0.75,91,0.00,Feminine,Plastic,Large,N,20100408
4365,Bifocal,0.25,-0.50,99,2.50,0.50,-1.00,100,2.50,Neutral,Metal,Large,N,20190930
4366,Single,1.00,-0.50,126,0.00,0.75,-0.75,83,0.00,Neutral,Metal,Medium,N,20100408
4367,Bifocal,3.50,-0.50,108,2.75,3.75,-0.50,86,2.75,Neutral,-,Medium,N,20130605
4368,Bifocal,3.00,-1.50,9,2.75,3.00,-1.75,173,2.75,Neutral,-,Small,N,20130605
4369,Bifocal,1.25,-0.25,101,3.25,1.25,-0.25,67,3.25,Neutral,-,Medium,N,20150511
4370,Bifocal,2.00,-0.25,175,2.25,1.00,-0.50,178,2.25,Neutral,-,Medium,N,20180424
4371,Bifocal,2.00,-0.75,86,3.00,0.50,-1.25,7,3.00,Neutral,-,Medium,N,20131021
4372,Single,4.25,0.00,0,0.00,3.25,-0.50,79,0.00,Neutral,Metal,Medium,N,20100408
4373,Bifocal,0.25,-0.50,18,2.75,1.25,-0.50,137,2.75,Neutral,Plastic,Medium,N,20100408
4374,Bifocal,1.75,-0.50,129,2.50,2.50,-1.25,75,2.50,Feminine,-,Large,N,20120807
4375,Bifocal,1.75,-0.50,101,2.75,1.25,-0.25,79,2.75,Neutral,-,Large,N,20120807
4376,Bifocal,1.50,-0.75,13,2.00,12.00,-0.50,163,2.00,Feminine,Plastic,Medium,N,20091105
4377,Bifocal,4.50,0.00,0,3.50,4.25,0.00,0,3.50,Neutral,-,Large,N,20170515
4378,Bifocal,-4.25,-1.50,72,1.00,-5.00,-0.25,84,1.00,Feminine,Metal,Medium,N,20090611
4379,Bifocal,-0.75,-1.00,59,3.25,0.00,-1.50,70,3.25,Neutral,-,Medium,N,20110623
4380,Bifocal,1.00,-0.25,62,2.50,1.75,-0.50,108,2.50,Neutral,Metal,Small,N,20190930
4381,Bifocal,0.00,-1.25,106,3.25,-0.25,-1.25,75,3.25,Feminine,Plastic,Medium,N,20090611
4382,Bifocal,1.25,-1.00,104,3.00,1.25,-1.00,74,3.00,Neutral,-,Small,N,20150511
4383,Bifocal,2.75,-1.50,96,2.50,3.25,-1.25,87,2.50,Neutral,-,Medium,N,20160426
4384,Bifocal,1.25,-0.75,151,2.25,1.50,-0.25,84,2.25,Feminine,Metal,Large,N,20190930
4385,Bifocal,3.75,-1.00,136,1.00,1.50,0.00,0,1.00,Neutral,-,Small,N,20160426
4386,Bifocal,-1.25,-2.00,180,2.25,-1.25,-2.00,180,2.25,Neutral,-,Medium,N,20170515
4387,Bifocal,1.75,-0.75,65,2.00,1.75,-0.75,110,2.00,Feminine,Plastic,Small,N,20190930
4388,Single,1.50,-0.75,130,0.00,1.75,-0.75,42,0.00,Feminine,Metal,Medium,N,20100408
4389,Single,1.50,-1.00,119,0.00,1.00,-1.00,76,0.00,Neutral,Metal,Medium,N,20100408
4390,Single,-3.50,-0.50,166,0.00,-3.50,-0.50,169,0.00,Neutral,-,Medium,N,20110623
4391,Bifocal,1.25,-1.25,172,2.00,1.50,-1.50,175,2.00,Feminine,Metal,Large,N,20190930
4392,Bifocal,-3.00,-1.25,62,2.25,-2.75,-1.50,118,2.25,Neutral,-,Medium,N,20110623
4393,Bifocal,2.75,-0.50,96,1.50,2.75,-0.50,100,1.50,Neutral,-,Small,N,20160426
4394,Bifocal,3.25,0.00,0,0.75,3.25,-0.25,157,0.75,Neutral,-,Small,N,20160426
4395,Bifocal,2.00,-0.25,95,2.75,2.00,-0.50,82,2.75,Neutral,-,Small,N,20130605
4396,Bifocal,1.75,0.00,0,2.00,1.25,-0.50,86,2.00,Neutral,-,Large,N,20120807
4397,Bifocal,1.50,-2.00,165,2.25,-3.25,-1.00,166,2.25,Feminine,Metal,Small,N,20190930
4398,Bifocal,4.00,-2.00,94,2.75,3.00,-1.25,91,2.75,Neutral,-,Large,N,20170515
4399,Bifocal,2.00,0.00,0,1.50,1.00,-0.50,22,1.50,Neutral,-,Small,N,20140515
4400,Bifocal,0.00,-0.50,129,2.50,-0.50,-1.00,9,2.50,Neutral,Metal,Medium,N,20090611
4401,Bifocal,2.00,0.00,0,2.25,2.00,-0.25,120,2.25,Neutral,-,Medium,N,20180424
4402,Bifocal,1.00,-2.50,122,2.75,1.00,-2.00,63,2.75,Neutral,Metal,Medium,N,20190930
4403,Single,17.25,0.00,0,0.00,0.00,0.00,0,0.00,Neutral,-,Medium,N,20131022
4404,Single,-7.50,-0.25,2,0.00,-7.50,-0.50,165,0.00,Neutral,-,Large,N,20110623
4405,Bifocal,1.00,-0.75,88,2.25,1.00,-1.50,92,2.25,Neutral,-,Large,N,20150511
4406,Bifocal,-0.25,-0.25,134,2.50,1.00,-0.25,74,2.50,Feminine,Plastic,Medium,N,20100410
4407,Bifocal,2.50,-1.50,90,2.00,2.50,-0.75,80,2.00,Neutral,-,Medium,N,20180424
4408,Bifocal,0.25,0.00,0,2.00,1.00,-0.25,93,2.00,Feminine,Plastic,Medium,N,20100410
4409,Bifocal,-0.75,-2.00,5,2.25,-0.75,-2.00,179,2.25,Neutral,-,Medium,N,20110623
4410,Bifocal,1.25,-0.75,5,4.25,1.50,-0.25,83,4.25,Neutral,-,Large,N,20150511
4411,Bifocal,2.50,-1.75,93,2.75,4.75,-1.50,98,2.75,Feminine,-,Small,N,20140515
4412,Bifocal,3.75,-1.75,139,2.25,2.50,-1.25,119,2.25,Neutral,-,Large,N,20160426
4413,Bifocal,-5.75,-1.50,86,4.00,-5.75,-1.50,91,4.00,Neutral,Metal,Medium,N,20090611
4414,Bifocal,3.75,-2.25,4,2.00,4.25,-2.00,171,2.00,Feminine,-,Medium,N,20160426
4415,Single,-1.50,-0.75,83,0.00,-1.50,-0.75,74,0.00,Neutral,-,Medium,N,20101117
4416,Bifocal,1.25,-0.25,33,2.00,1.50,-1.25,128,2.00,Neutral,Metal,Small,N,20190930
4417,Bifocal,-9.00,-1.25,3,2.00,-10.75,-1.50,59,2.00,Neutral,Metal,Medium,N,20090611
4418,Bifocal,1.50,-1.50,95,2.75,1.50,-1.50,108,2.75,Feminine,Plastic,Medium,N,20190930
4419,Single,-11.75,-0.50,2,0.00,-12.25,-0.50,150,0.00,Feminine,-,Medium,N,20140622
4420,Bifocal,0.00,-0.50,73,2.50,-1.25,-1.00,149,2.50,Neutral,Metal,Medium,N,20100410
4421,Bifocal,2.75,-0.25,120,1.50,2.75,-0.50,139,1.50,Neutral,-,Medium,N,20180424
4422,Bifocal,2.00,-0.25,2,1.00,2.00,0.00,0,1.00,Neutral,-,Medium,N,20180424
4423,Bifocal,2.25,-0.50,83,2.00,2.00,-0.75,115,2.00,Neutral,-,Medium,N,20180424
4424,Bifocal,0.25,-1.50,52,2.50,0.25,-1.75,79,2.50,Feminine,Plastic,Medium,N,20100410
4425,Bifocal,2.00,-1.25,127,2.00,1.00,-0.25,135,2.00,Neutral,-,Medium,N,20180424
4426,Bifocal,2.00,-0.50,177,2.25,2.25,-0.25,71,2.25,Neutral,Plastic,Large,N,20091114
4427,Bifocal,-2.50,0.00,0,1.75,-2.75,0.00,0,1.75,Feminine,-,Large,N,20110623
4428,Bifocal,1.75,-1.00,173,2.25,1.25,-0.75,23,2.25,Feminine,-,Large,N,20120807
4429,Bifocal,1.75,-1.50,31,2.50,1.75,-1.50,158,2.50,Neutral,-,Large,N,20120807
4430,Bifocal,1.75,-1.00,87,3.00,3.25,-1.75,74,3.00,Neutral,-,Large,N,20120807
4431,Bifocal,1.25,-1.25,154,2.50,1.50,-1.75,30,2.50,Feminine,Metal,Medium,N,20091105
4432,Bifocal,1.00,0.00,0,2.00,1.50,-0.50,90,2.00,Neutral,Metal,Medium,N,20190930
4433,Single,-5.00,-1.00,19,0.00,-6.50,0.00,0,0.00,Neutral,-,Medium,N,20110623
4434,Single,-7.50,-0.75,85,0.00,-8.00,-0.75,55,0.00,Neutral,-,Medium,N,20140622
4435,Bifocal,1.75,-1.75,88,2.25,1.00,-1.75,107,2.25,Neutral,-,Large,N,20120807
4436,Bifocal,-5.75,-1.25,89,2.25,-5.75,-1.75,90,2.25,Neutral,-,Medium,N,20110623
4437,Bifocal,1.75,-0.25,103,2.25,1.75,0.00,0,2.25,Neutral,-,Large,N,20120807
4438,Bifocal,1.50,-0.50,40,1.50,1.50,0.00,0,1.50,Neutral,-,Medium,N,20170515
4439,Bifocal,3.50,-1.00,24,2.50,3.50,-1.00,151,2.50,Neutral,-,Large,N,20160426
4440,Bifocal,2.50,-1.25,92,2.50,3.25,-1.25,83,2.50,Neutral,-,Small,N,20140515
4441,Single,-4.75,-0.50,106,0.00,-4.50,-0.50,173,0.00,Neutral,-,Small,N,20110623
4442,Bifocal,3.50,-0.75,60,2.50,4.75,-1.25,111,2.50,Neutral,-,Medium,N,20160426
4443,Single,4.50,-5.00,101,0.00,5.25,-1.00,91,0.00,Neutral,Metal,Medium,N,20100410
4444,Single,13.50,0.00,0,0.00,13.50,-1.00,20,0.00,Neutral,-,Large,N,20120807
4445,Single,-4.75,-1.50,83,0.00,-4.25,-0.75,95,0.00,Neutral,-,Small,N,20120807
4446,Bifocal,1.75,-0.50,28,2.50,1.75,-0.50,140,2.50,Feminine,Metal,Small,N,20190930
4447,Single,3.00,-1.00,43,0.00,2.25,-0.25,161,0.00,Neutral,Metal,Medium,N,20100410
4448,Bifocal,1.00,0.00,0,2.50,0.75,-0.25,135,2.50,Neutral,Metal,Medium,N,20190930
4449,Bifocal,1.25,-0.25,100,2.50,1.25,-0.50,170,2.50,Feminine,Plastic,Large,N,20190930
4450,Single,4.00,-0.75,15,0.00,3.50,-0.75,146,0.00,Feminine,Metal,Medium,N,20100410
4451,Bifocal,2.50,-0.50,100,2.75,1.75,-0.25,78,2.75,Neutral,-,Medium,N,20140515
4452,Bifocal,3.00,-1.00,111,3.25,1.75,-1.75,93,3.25,Neutral,-,Medium,N,20160426
4453,Bifocal,1.00,-1.00,62,2.50,1.00,-0.50,83,2.50,Neutral,-,Medium,N,20111103
4454,Bifocal,2.00,-0.25,96,2.00,1.75,-0.25,90,2.00,Neutral,Plastic,Medium,N,20091114
4455,Bifocal,2.75,-0.25,94,2.50,2.50,-0.75,87,2.50,Neutral,-,Medium,N,20160426
4456,Bifocal,0.50,-1.75,88,2.00,0.00,-1.75,88,2.00,Feminine,Plastic,Medium,N,20190930
4457,Bifocal,3.50,-0.25,77,1.50,3.75,-0.25,121,1.50,Neutral,-,Large,N,20130605
4458,Bifocal,-0.75,-0.50,46,4.00,-1.50,0.00,0,4.75,Feminine,-,Medium,N,20110623
4459,Bifocal,2.75,-0.50,72,2.00,2.50,-1.25,57,2.00,Neutral,-,Medium,N,20160426
4460,Bifocal,3.75,-0.75,85,2.75,5.25,-1.50,100,2.75,Neutral,-,Medium,N,20170515
4461,Bifocal,2.50,-0.25,76,2.25,2.50,0.00,0,2.25,Neutral,-,Medium,N,20180424
4462,Single,-8.50,-0.50,165,0.00,-8.25,-0.50,167,0.00,Neutral,-,Small,N,20120807
4463,Bifocal,1.00,-0.50,166,1.50,0.75,-0.25,8,1.50,Feminine,Plastic,Large,N,20190930
4464,Single,4.50,0.00,0,0.00,5.25,-0.25,83,0.00,Feminine,Plastic,Medium,N,20100410
4465,Single,4.25,-1.50,105,0.00,4.00,-1.50,78,0.00,Neutral,Metal,Medium,N,20100410
4466,Bifocal,-0.50,-0.75,12,2.00,0.25,-1.25,142,2.00,Neutral,-,Large,N,20110623
4467,Bifocal,-0.75,0.00,0,2.75,-0.25,-1.00,6,2.75,Feminine,-,Large,N,20110623
4468,Single,-9.75,-0.75,87,0.00,-9.25,-0.50,75,0.00,Neutral,-,Small,N,20120807
4469,Bifocal,2.75,-1.00,76,3.00,2.00,-0.75,78,3.00,Feminine,-,Medium,N,20180424
4470,Single,0.50,-1.75,175,0.00,0.75,-0.25,31,0.00,Neutral,Metal,Medium,N,20100410
4471,Bifocal,2.75,-0.50,3,1.75,3.00,-0.50,176,1.75,Neutral,-,Small,N,20160426
4472,Bifocal,3.50,-1.50,91,3.00,3.00,-0.75,93,3.00,Neutral,-,Medium,N,20160426
4473,Bifocal,-1.50,-1.00,179,2.50,-2.75,-0.75,158,2.50,Neutral,-,Medium,N,20110623
4474,Bifocal,2.50,0.00,0,2.50,2.50,-0.50,102,2.50,Neutral,-,Small,N,20140515
4475,Bifocal,0.75,-0.75,75,1.75,0.50,-1.00,115,1.75,Feminine,Plastic,Small,N,20190930
4476,Single,-2.50,-0.50,97,0.00,-2.75,-0.50,101,0.00,Neutral,Plastic,Medium,N,20100410
4477,Bifocal,0.75,-1.50,107,2.25,0.25,-0.75,97,2.25,Neutral,-,Medium,N,20150511
4478,Bifocal,2.00,-0.50,73,2.50,2.25,-0.50,147,2.50,Neutral,-,Medium,N,20180424
4479,Bifocal,-0.25,-0.75,99,2.75,-1.25,-1.25,69,2.75,Neutral,-,Medium,N,20110623
4480,Bifocal,1.50,-0.75,104,2.50,0.75,-0.50,108,2.50,Feminine,Plastic,Medium,N,20091105
4481,Bifocal,2.00,0.00,0,2.50,2.00,-0.50,80,2.50,Neutral,-,Small,N,20180424
4482,Bifocal,2.00,-0.75,38,2.75,2.50,-0.75,103,2.75,Feminine,-,Large,N,20180424
4483,Bifocal,2.50,-1.25,88,2.50,2.75,-1.25,106,2.50,Neutral,-,Medium,N,20140515
4484,Bifocal,3.50,-1.25,163,3.25,2.75,0.00,0,3.25,Neutral,-,Medium,N,20160426
4485,Bifocal,0.25,-1.00,16,1.50,0.00,-1.75,148,1.50,Feminine,Plastic,Small,N,20190930
4486,Bifocal,2.50,-0.75,78,2.00,2.00,-0.25,103,2.00,Neutral,-,Medium,N,20180424
4487,Bifocal,0.25,-5.00,94,2.75,0.50,0.00,0,2.75,Feminine,Metal,Medium,N,20100410
4488,Bifocal,0.75,-1.75,105,3.50,0.50,-1.00,84,3.50,Feminine,-,Large,N,20150511
4489,Single,-1.50,-0.50,66,0.00,-1.25,-0.50,106,0.00,Neutral,Metal,Large,N,20100410
4490,Bifocal,2.50,-0.50,59,3.25,2.75,-0.50,156,3.25,Neutral,-,Medium,N,20140515
4491,Single,-11.00,0.00,0,0.00,-10.50,0.00,0,0.00,Neutral,-,Medium,N,20120807
4492,Single,-3.00,-0.25,81,0.00,-3.75,0.00,0,0.00,Neutral,Metal,Medium,N,20100410
4493,Single,-7.75,-0.50,61,0.00,-7.50,-0.25,100,0.00,Neutral,-,Medium,N,20131022
4494,Bifocal,2.50,-0.50,22,1.50,2.50,0.00,0,1.50,Feminine,-,Medium,N,20180424
4495,Bifocal,4.25,-2.75,80,1.75,3.25,-1.00,120,1.75,Neutral,-,Medium,N,20160426
4496,Bifocal,-2.00,-1.25,8,2.75,-3.00,-1.25,123,2.75,Neutral,-,Medium,N,20110623
4497,Bifocal,2.00,-0.50,150,1.50,2.00,-0.25,127,1.50,Neutral,-,Small,N,20180424
4498,Single,22.50,-0.50,176,0.00,0.00,0.00,0,0.00,Neutral,Plastic,Medium,N,20010203
4499,Bifocal,3.00,-0.50,74,2.50,2.00,-0.25,119,2.50,Neutral,-,Medium,N,20160426
4500,Bifocal,-2.00,-0.25,170,2.50,-1.75,-0.50,53,2.50,Neutral,-,Large,N,20110623
4501,Bifocal,-2.75,-0.50,134,2.50,-2.75,-0.50,127,2.50,Neutral,-,Medium,N,20110623
4502,Single,10.25,-1.00,84,0.00,9.75,-0.50,103,0.00,Neutral,-,Medium,N,20131022
4503,Single,-3.25,0.00,0,0.00,-3.00,0.00,0,0.00,Neutral,Metal,Small,N,20100410
4504,Bifocal,2.50,-0.50,92,2.25,3.25,-0.50,77,2.25,Neutral,-,Medium,N,20140515
4505,Bifocal,-2.25,-0.50,180,1.25,-1.50,-1.25,170,1.25,Neutral,-,Small,N,20170515
4506,Bifocal,2.00,-0.50,66,1.25,1.00,-0.25,42,1.25,Neutral,-,Medium,N,20180424
4507,Bifocal,3.00,-1.75,105,2.75,1.50,-0.75,104,2.75,Feminine,-,Medium,N,20130605
4508,Bifocal,3.50,-1.75,13,1.25,3.00,-1.75,160,1.25,Neutral,-,Small,N,20130605
4509,Bifocal,1.25,-0.50,43,2.00,1.25,-0.75,45,2.00,Feminine,Metal,Small,N,20190930
4510,Bifocal,-1.25,-0.75,102,2.50,2.75,-0.50,85,2.25,Neutral,-,Small,N,20110623
4511,Bifocal,-1.00,-0.50,83,2.25,-1.75,-0.25,78,2.25,Neutral,-,Medium,N,20110623
4512,Bifocal,1.50,-0.25,90,2.00,1.50,-0.50,1,2.00,Neutral,Metal,Large,N,20091105
4513,Bifocal,-1.25,0.00,0,1.00,-0.50,-0.50,118,1.00,Neutral,-,Small,N,20170515
4514,Bifocal,1.25,-0.25,79,2.25,1.00,0.00,0,2.25,Neutral,Plastic,Medium,N,20091105
4515,Bifocal,0.25,-0.25,90,2.25,0.50,-0.25,95,2.25,Feminine,Metal,Large,N,20190930
4516,Single,-1.75,-0.75,87,0.00,-1.00,-0.50,97,0.00,Neutral,Metal,Medium,N,20100410
4517,Bifocal,2.75,0.00,0,2.75,3.00,-0.50,106,2.75,Neutral,-,Medium,N,20180424
4518,Single,-7.25,-0.75,94,0.00,-7.50,-0.75,82,0.00,Neutral,-,Small,N,20120807
4519,Bifocal,3.25,-1.00,94,1.50,3.00,-2.00,78,1.50,Feminine,-,Medium,N,20180424
4520,Single,-11.00,-0.25,19,0.00,-10.75,-0.50,157,0.00,Neutral,-,Small,N,20120807
4521,Single,-2.50,-1.50,162,0.00,-2.50,-1.25,13,0.00,Neutral,Plastic,Medium,N,20100410
4522,Bifocal,-3.25,-0.75,103,3.25,-2.25,-0.25,38,3.25,Feminine,Metal,Medium,N,20100410
4523,Bifocal,1.00,-2.00,95,2.50,0.75,-2.25,85,2.50,Neutral,-,Small,N,20150511
4524,Bifocal,1.50,-0.25,58,2.00,1.50,-0.75,98,2.00,Neutral,Metal,Small,N,20190930
4525,Single,-3.25,-0.50,111,0.00,-3.75,-0.75,160,0.00,Neutral,Metal,Medium,N,20100410
4526,Bifocal,1.75,-0.75,87,2.50,1.75,-0.50,56,2.50,Neutral,Metal,Small,N,20190930
4527,Bifocal,1.00,-0.50,127,3.00,1.25,-0.75,92,3.00,Feminine,Plastic,Medium,N,20190930
4528,Bifocal,1.25,0.00,0,1.75,1.00,-0.75,12,1.75,Neutral,-,Small,N,20150511
4529,Bifocal,4.00,-0.75,123,3.75,4.00,-0.75,52,3.75,Neutral,-,Medium,N,20170515
4530,Bifocal,0.25,-1.00,126,2.50,0.00,-0.50,80,2.50,Neutral,-,Medium,N,20111115
4531,Bifocal,2.75,-1.25,88,1.75,3.50,-1.75,106,1.75,Neutral,-,Small,N,20160426
4532,Single,-2.25,-1.00,18,0.00,-3.25,-1.25,13,0.00,Neutral,-,Small,N,20120807
4533,Bifocal,3.00,-0.50,79,1.75,3.50,-0.75,108,1.75,Neutral,-,Small,N,20160426
4534,Bifocal,1.25,0.00,0,2.00,0.50,-0.50,83,2.00,Feminine,Plastic,Medium,N,20091105
4535,Bifocal,2.50,-1.50,96,1.75,2.50,-1.00,102,1.75,Neutral,-,Medium,N,20180424
4536,Bifocal,2.50,-1.25,177,2.50,2.50,-1.25,78,2.50,Neutral,-,Medium,L,20140515
4537,Bifocal,2.75,-2.00,171,2.50,2.25,-1.50,7,2.50,Neutral,-,Medium,N,20180424
4538,Bifocal,1.00,-2.00,80,1.00,0.25,-1.25,80,1.00,Neutral,Metal,Medium,N,20190930
4539,Bifocal,0.75,-0.50,35,1.75,0.75,-1.25,171,1.75,Neutral,-,Small,N,20150511
4540,Bifocal,2.75,-1.00,8,2.75,1.25,-0.75,58,2.75,Neutral,-,Medium,N,20160426
4541,Single,-4.75,0.00,0,0.00,-5.75,0.00,0,0.00,Neutral,-,Medium,N,20120807
4542,Bifocal,-3.00,-0.50,41,2.25,-2.50,-0.75,148,2.25,Neutral,-,Small,N,20170515
4543,Bifocal,3.25,0.00,0,2.00,3.25,-0.50,120,2.00,Feminine,-,Large,N,20130605
4544,Bifocal,-3.25,-0.50,43,3.25,-5.50,-1.00,138,3.25,Neutral,-,Medium,N,20110623
4545,Bifocal,2.00,0.00,0,2.00,3.00,-1.25,68,2.00,Neutral,-,Medium,N,20180424
4546,Bifocal,2.25,-0.25,103,1.25,1.75,0.00,0,1.25,Feminine,Plastic,Medium,N,20091105
4547,Bifocal,2.50,-2.25,104,1.25,2.50,-2.00,99,1.25,Neutral,-,Medium,N,20140515
4548,Bifocal,1.50,-1.00,104,2.50,1.00,-0.75,77,2.50,Neutral,Metal,Medium,N,20190930
4549,Bifocal,-2.00,0.00,0,1.00,-3.25,-0.25,60,1.00,Neutral,-,Medium,N,20110623
4550,Bifocal,-2.00,-0.50,20,2.00,-1.75,-0.50,151,2.00,Feminine,-,Medium,N,20110623
4551,Bifocal,2.25,0.00,0,3.75,0.00,0.00,0,3.75,Neutral,-,Medium,N,20140515
4552,Bifocal,1.00,-0.75,138,2.75,1.00,-0.50,14,2.75,Neutral,-,Medium,N,20150511
4553,Bifocal,2.50,-0.50,87,2.00,2.50,-0.25,87,2.00,Neutral,-,Small,N,20140515
4554,Bifocal,4.00,0.00,0,3.00,4.25,-0.50,102,3.00,Feminine,-,Large,N,20160426
4555,Bifocal,2.25,-0.25,1,1.00,2.25,0.00,0,1.00,Feminine,Plastic,Large,N,20091106
4556,Bifocal,2.00,-0.75,96,2.00,1.50,-0.75,116,2.00,Neutral,-,Medium,N,20180424
4557,Bifocal,3.00,-0.75,107,2.75,3.00,-0.75,71,2.75,Neutral,-,Medium,N,20160426
4558,Bifocal,-3.00,-0.50,61,1.25,-2.25,-0.75,138,1.25,Neutral,-,Small,N,20170515
4559,Bifocal,4.00,-0.25,139,3.50,4.00,-1.00,42,3.50,Neutral,-,Large,N,20170515
4560,Bifocal,1.00,-1.00,98,2.75,0.50,-0.50,84,2.75,Neutral,-,Large,N,20150511
4561,Bifocal,-0.75,-0.75,173,2.75,-0.75,-0.75,14,2.75,Neutral,-,Small,N,20110623
4562,Bifocal,3.00,-0.50,95,2.50,4.00,-1.75,93,2.50,Neutral,-,Medium,N,20160426
4563,Bifocal,1.25,-1.25,102,2.75,0.25,-2.25,92,2.75,Neutral,Metal,Medium,N,20190930
4564,Bifocal,1.50,-0.75,135,2.50,0.75,-1.75,90,2.50,Feminine,Metal,Medium,N,20190930
